0_0_479_399_0,1_1_483_400_0,2_1_483_400_3,3_0_519_400_28,4_1_489_400_1,5_0_499_400_6,6_0_501_400_36,7_1_516_400_0,8_1_503_400_3,9_0_486_400_12,
0_0_491_400_26,1_1_517_400_0,2_1_490_400_0,3_0_487_400_32,4_0_499_400_0,5_1_503_400_5,6_1_480_400_1,7_0_498_400_20,8_0_516_400_29,9_1_514_400_0,
0_0_499_399_0,1_1_489_400_0,2_1_483_400_0,3_1_494_400_2,4_0_519_400_33,5_0_514_400_1,6_0_507_400_9,7_1_483_400_0,8_1_503_400_0,9_0_499_400_17,
0_1_495_399_0,1_1_498_400_2,2_1_483_400_3,3_0_493_400_1,4_1_510_399_6,5_0_481_400_13,6_1_502_373_8,7_0_508_400_25,8_0_503_400_7,9_0_485_400_0,
0_0_512_399_21,1_1_512_400_0,2_1_512_400_2,3_1_500_400_3,4_0_502_400_36,5_0_520_400_5,6_0_488_400_6,7_0_486_400_10,8_1_488_400_3,9_1_508_400_0,
0_0_492_399_19,1_1_496_400_2,2_1_513_400_0,3_1_508_400_3,4_1_510_400_0,5_0_504_400_23,6_0_518_400_1,7_1_487_400_0,8_0_495_400_0,9_0_515_400_38,
0_0_480_399_12,1_1_482_400_0,2_1_496_400_0,3_0_512_400_22,4_0_509_400_9,5_0_515_400_32,6_1_486_400_1,7_0_501_400_12,8_1_505_400_2,9_1_482_400_0,
0_1_499_399_5,1_1_519_400_0,2_0_497_400_18,3_0_500_400_3,4_0_485_400_11,5_0_495_400_27,6_1_516_400_2,7_0_498_400_22,8_1_501_400_0,9_1_498_400_1,
0_1_495_399_0,1_0_497_400_9,2_0_498_400_0,3_1_510_400_0,4_1_507_400_3,5_0_493_400_0,6_0_484_400_0,7_1_513_400_4,8_0_514_400_29,9_1_519_400_0,
0_1_500_400_0,1_1_508_400_0,2_0_500_400_0,3_0_518_400_12,4_0_510_400_1,5_1_518_400_1,6_1_483_400_0,7_0_520_400_21,8_1_491_400_0,9_0_482_400_16,
0_1_507_399_0,1_1_491_333_4,2_0_494_400_5,3_1_488_400_3,4_1_490_400_0,5_1_489_400_0,6_0_506_400_4,7_0_503_400_4,8_0_506_400_20,9_0_491_400_10,
0_0_506_399_0,1_0_510_400_12,2_1_498_400_1,3_1_491_400_4,4_1_510_400_4,5_0_494_400_22,6_0_483_400_27,7_1_498_400_0,8_0_495_400_32,9_1_497_400_0,
0_0_498_399_0,1_0_510_400_0,2_1_485_400_1,3_0_487_400_19,4_1_491_400_0,5_1_500_400_0,6_0_494_400_21,7_1_480_400_1,8_1_488_400_0,9_0_505_400_4,
0_1_484_399_3,1_0_511_400_27,2_0_503_400_2,3_1_497_400_2,4_0_516_400_10,5_0_514_400_26,6_1_488_400_0,7_0_515_400_22,8_1_486_400_0,9_1_516_400_0,
0_0_497_399_0,1_0_498_400_27,2_1_513_400_0,3_1_490_400_4,4_0_501_400_2,5_1_483_400_0,6_1_515_400_1,7_0_489_399_25,8_0_481_400_19,9_1_517_400_1,
0_0_511_399_13,1_1_481_400_4,2_0_498_400_0,3_1_485_400_1,4_0_518_400_43,5_1_509_400_0,6_0_492_400_19,7_1_488_400_4,8_0_489_400_0,9_1_487_400_3,
0_1_496_399_0,1_1_501_400_0,2_0_514_400_19,3_0_519_400_0,4_1_507_400_1,5_1_501_400_0,6_1_500_400_0,7_0_500_400_8,8_0_481_400_0,9_0_488_400_0,
0_0_479_399_0,1_1_503_400_1,2_0_513_400_8,3_1_480_400_0,4_1_487_400_1,5_1_517_400_0,6_0_497_400_17,7_1_490_400_4,8_0_514_400_0,9_0_489_400_6,
0_0_515_399_0,1_0_492_400_19,2_1_481_400_0,3_0_508_400_12,4_1_512_400_0,5_0_518_400_26,6_1_510_400_7,7_1_485_400_0,8_0_505_400_0,9_1_499_400_0,
0_1_480_399_0,1_1_504_400_0,2_0_485_400_2,3_1_508_400_0,4_0_506_400_19,5_0_516_400_2,6_0_498_400_8,7_0_488_400_0,8_1_481_400_0,9_1_504_400_0,
0_0_512_399_19,1_0_481_400_16,2_0_498_400_32,3_0_490_400_0,4_1_496_400_2,5_1_494_400_1,6_1_511_400_3,7_1_500_400_1,8_0_492_400_43,9_1_492_400_0,
0_1_500_399_4,1_1_513_400_5,2_1_483_400_1,3_0_491_400_0,4_0_482_400_5,5_0_495_400_2,6_1_484_400_0,7_0_516_400_25,8_0_487_400_23,9_1_494_400_0,
0_1_479_399_0,1_1_513_400_0,2_0_516_400_3,3_1_501_400_4,4_0_515_400_21,5_1_503_400_0,6_0_510_400_0,7_0_488_400_6,8_1_501_400_3,9_0_509_400_0,
0_1_512_399_2,1_1_509_400_0,2_0_503_400_26,3_0_481_400_8,4_1_511_400_0,5_0_518_400_19,6_0_501_400_9,7_1_520_400_2,8_0_496_400_8,9_1_507_400_0,
0_1_501_399_5,1_0_504_400_17,2_1_482_400_0,3_1_481_400_0,4_0_505_400_0,5_0_497_400_0,6_1_516_400_2,7_0_490_400_22,8_1_494_400_0,9_0_484_400_20,
0_0_496_399_34,1_0_502_400_0,2_1_497_400_1,3_0_489_400_6,4_1_489_400_5,5_0_493_400_0,6_0_484_400_0,7_1_481_400_0,8_1_481_400_1,9_1_483_400_1,
0_0_509_399_0,1_0_515_400_10,2_1_503_400_0,3_0_505_400_10,4_1_481_400_0,5_1_486_400_1,6_0_508_400_0,7_1_502_400_0,8_0_514_400_0,9_1_510_400_3,
0_1_516_399_0,1_1_510_400_0,2_0_492_400_20,3_1_482_400_5,4_0_509_400_11,5_1_499_400_0,6_0_510_400_17,7_0_498_400_0,8_1_494_400_2,9_0_497_400_0,
0_1_519_399_0,1_0_491_400_30,2_0_491_400_35,3_1_494_400_4,4_1_503_400_0,5_1_501_400_0,6_1_517_400_1,7_0_519_400_0,8_0_493_400_7,9_0_519_400_5,
0_1_517_399_3,1_1_488_400_0,2_0_498_400_33,3_0_498_400_4,4_1_507_400_0,5_0_484_400_25,6_0_513_400_11,7_0_510_400_19,8_1_515_400_0,9_1_495_400_1,
0_0_491_399_10,1_1_496_400_0,2_1_508_400_3,3_0_514_400_0,4_0_486_400_0,5_1_501_400_1,6_0_496_400_0,7_0_492_400_12,8_1_486_400_5,9_1_487_400_0,
0_1_482_399_0,1_0_500_400_0,2_0_515_400_3,3_0_519_400_8,4_0_498_400_0,5_1_492_400_1,6_1_517_400_0,7_1_506_400_0,8_1_509_400_0,9_0_494_400_0,
0_0_489_399_10,1_1_500_400_0,2_0_494_400_0,3_1_494_400_0,4_0_493_400_3,5_0_488_400_0,6_1_496_400_1,7_0_486_400_19,8_1_498_400_0,9_1_480_400_0,
0_1_481_399_0,1_0_504_400_1,2_1_498_400_6,3_0_503_400_22,4_1_509_400_0,5_1_492_400_4,6_0_502_400_12,7_0_510_400_29,8_0_488_400_31,9_1_502_400_3,
0_1_479_399_0,1_0_520_400_15,2_1_516_400_3,3_1_494_400_6,4_1_491_400_0,5_0_493_400_7,6_0_502_400_1,7_1_503_400_3,8_0_517_400_13,9_0_484_400_24,
0_0_506_399_32,1_1_504_400_0,2_0_482_400_1,3_1_505_400_0,4_1_519_400_2,5_1_491_400_0,6_0_483_400_20,7_0_506_400_40,8_0_481_400_0,9_1_499_400_0,
0_1_484_399_0,1_0_500_400_0,2_0_490_400_16,3_1_500_400_0,4_0_518_400_29,5_1_502_400_3,6_1_483_400_0,7_0_498_400_18,8_1_517_400_2,9_0_491_400_4,
0_0_513_399_7,1_1_497_400_0,2_0_496_400_10,3_1_505_400_0,4_0_502_400_14,5_1_519_400_0,6_1_500_400_0,7_0_514_400_11,8_0_516_400_20,9_1_504_400_0,
0_0_486_399_3,1_0_496_400_11,2_0_502_400_7,3_0_517_400_11,4_1_484_400_0,5_1_481_400_0,6_0_518_400_0,7_1_513_400_1,8_1_513_400_0,9_1_494_400_1,
0_1_501_398_3,1_1_497_400_0,2_0_511_400_2,3_0_505_400_4,4_0_505_400_11,5_0_510_400_0,6_1_513_400_1,7_1_493_400_1,8_0_518_400_3,9_1_484_400_0,
0_0_483_399_3,1_0_506_354_32,2_1_512_400_6,3_1_504_400_0,4_0_483_400_2,5_1_504_400_0,6_1_517_400_0,7_0_483_372_21,8_0_511_400_0,9_1_486_400_0,
0_0_505_400_9,1_1_517_400_1,2_1_513_400_0,3_0_500_400_15,4_0_520_400_1,5_1_480_400_3,6_0_486_400_0,7_1_491_400_0,8_0_510_400_0,9_1_508_400_2,
0_1_496_399_1,1_1_512_400_0,2_0_512_400_0,3_1_482_400_0,4_0_518_400_28,5_0_515_400_0,6_1_505_400_1,7_1_517_400_1,8_0_516_400_9,9_0_508_400_30,
0_1_515_399_7,1_1_507_400_0,2_1_482_400_2,3_0_494_400_1,4_0_486_400_21,5_0_516_400_35,6_1_498_400_2,7_1_493_400_0,8_0_492_400_0,9_0_503_369_33,
0_0_493_399_2,1_0_486_400_0,2_0_480_400_0,3_1_501_400_2,4_1_511_400_2,5_0_517_400_13,6_0_482_400_29,7_1_482_400_4,8_1_504_400_5,9_1_508_400_0,
0_0_519_399_4,1_0_505_400_0,2_1_519_400_1,3_0_490_400_0,4_0_480_400_13,5_1_515_400_3,6_0_485_400_9,7_1_514_400_0,8_1_510_400_3,9_1_504_381_5,
0_0_496_400_0,1_0_494_400_4,2_0_504_400_11,3_1_503_400_1,4_0_492_400_6,5_0_483_400_19,6_1_515_400_2,7_1_517_400_1,8_1_500_400_3,9_1_516_385_7,
0_0_491_399_0,1_0_513_400_0,2_0_500_400_2,3_1_518_400_0,4_1_504_400_0,5_1_489_400_0,6_0_483_400_0,7_1_519_400_0,8_1_501_400_0,9_0_488_400_9,
0_0_512_399_15,1_1_487_400_0,2_0_480_400_3,3_0_511_400_1,4_0_512_400_0,5_0_495_400_9,6_1_492_400_4,7_1_486_400_1,8_1_480_400_0,9_1_511_400_0,
0_0_492_399_0,1_1_513_400_0,2_0_504_400_0,3_0_483_400_17,4_0_493_400_2,5_1_518_400_0,6_1_487_393_0,7_1_483_400_4,8_0_481_400_0,9_1_510_400_0,
0_0_501_399_0,1_1_512_400_1,2_0_488_400_0,3_1_484_378_3,4_0_483_400_18,5_1_500_400_1,6_1_480_400_3,7_1_508_400_0,8_0_517_400_7,9_0_481_400_0,
0_1_487_399_4,1_0_489_400_1,2_1_498_400_0,3_0_499_400_32,4_1_511_400_0,5_1_505_400_2,6_0_497_400_0,7_1_509_400_3,8_0_491_400_0,9_0_492_400_4,
0_0_491_399_0,1_1_499_400_0,2_0_480_400_0,3_1_510_400_0,4_0_491_400_7,5_0_493_400_8,6_0_495_400_7,7_1_489_400_1,8_1_510_400_4,9_1_502_400_0,
0_1_495_399_3,1_1_508_400_0,2_1_501_400_0,3_0_517_399_30,4_0_508_400_8,5_1_508_400_1,6_1_491_400_0,7_0_520_400_14,8_0_490_400_33,9_0_502_400_13,
0_1_515_399_0,1_0_515_400_24,2_1_485_400_0,3_1_520_400_0,4_0_484_400_0,5_0_482_400_0,6_1_517_400_4,7_1_508_400_0,8_0_513_400_0,9_0_481_400_9,
0_0_512_399_22,1_1_484_400_0,2_0_519_400_0,3_1_484_400_0,4_0_480_400_0,5_1_511_400_0,6_1_482_360_6,7_0_516_400_17,8_0_489_400_0,9_1_515_400_0,
0_1_519_399_2,1_0_497_400_23,2_1_497_400_0,3_1_509_400_0,4_1_508_400_0,5_0_516_400_0,6_0_501_400_10,7_1_486_400_5,8_0_515_400_13,9_0_519_400_24,
0_1_479_399_3,1_0_515_400_0,2_0_502_400_17,3_1_485_400_0,4_0_496_400_10,5_0_509_400_2,6_0_509_400_0,7_1_505_400_0,8_1_517_391_8,9_1_507_400_0,
0_0_517_400_4,1_0_510_400_8,2_1_495_400_2,3_0_505_400_0,4_1_517_400_0,5_1_502_400_2,6_0_512_400_11,7_1_499_400_2,8_0_512_400_0,9_1_513_400_4,
0_0_495_399_14,1_0_512_400_37,2_1_485_400_0,3_1_481_400_0,4_0_508_400_31,5_1_516_400_3,6_1_485_400_0,7_0_483_400_0,8_0_506_400_0,9_1_509_400_5,
0_1_501_399_0,1_0_482_400_0,2_1_508_400_0,3_1_498_400_5,4_1_517_400_0,5_0_504_372_45,6_0_486_400_1,7_0_496_400_18,8_0_502_400_1,9_1_500_400_2,
0_0_512_362_32,1_1_482_400_1,2_1_480_400_0,3_1_492_400_1,4_1_481_400_4,5_0_513_400_3,6_0_486_400_0,7_0_495_400_0,8_0_512_400_0,9_1_490_400_5,
0_1_480_399_3,1_1_502_400_4,2_0_517_400_0,3_0_515_400_8,4_1_519_400_2,5_1_520_400_2,6_0_494_400_1,7_1_495_400_3,8_0_505_400_13,9_0_497_400_24,
0_0_480_400_28,1_0_486_400_0,2_0_500_400_13,3_1_505_400_0,4_1_490_400_1,5_1_503_400_0,6_1_502_400_3,7_0_495_400_0,8_1_520_400_0,9_0_489_400_21,
0_0_482_399_22,1_1_519_400_4,2_1_489_400_0,3_1_490_400_3,4_0_501_400_6,5_0_490_400_29,6_1_486_400_0,7_0_519_400_22,8_1_510_400_0,9_0_485_400_15,
0_1_491_399_4,1_0_486_400_8,2_0_497_400_20,3_1_512_400_0,4_0_480_400_4,5_0_509_400_23,6_0_503_400_2,7_1_490_400_0,8_1_489_400_2,9_1_503_400_3,
0_1_493_399_2,1_0_483_400_14,2_1_493_400_4,3_0_518_400_18,4_0_494_400_0,5_0_490_400_0,6_1_491_400_1,7_0_516_400_10,8_1_481_400_3,9_1_491_400_0,
0_0_490_399_23,1_0_491_400_20,2_0_497_400_9,3_0_512_400_17,4_1_489_400_3,5_1_487_400_0,6_1_493_400_2,7_1_490_400_1,8_0_501_400_8,9_1_495_400_0,
0_0_498_400_26,1_0_507_400_0,2_0_515_400_8,3_0_498_400_8,4_1_491_400_0,5_1_480_400_1,6_0_515_400_6,7_1_492_400_0,8_1_486_400_5,9_1_483_400_0,
0_1_490_399_3,1_1_502_400_5,2_0_503_400_7,3_0_498_400_13,4_1_512_400_0,5_1_492_400_0,6_0_501_400_32,7_0_486_400_0,8_0_512_400_0,9_1_506_400_0,
0_1_510_399_0,1_1_504_400_4,2_0_519_400_14,3_1_504_400_0,4_0_488_400_19,5_0_510_400_36,6_1_504_400_0,7_1_512_400_0,8_0_511_400_0,9_0_503_400_30,
0_1_511_399_0,1_0_482_400_9,2_0_510_400_24,3_0_503_400_13,4_1_509_396_3,5_0_509_400_18,6_1_504_400_6,7_1_491_400_0,8_1_514_400_2,9_0_484_400_19,
0_1_484_399_0,1_1_480_400_0,2_1_483_353_3,3_1_485_400_2,4_0_494_400_3,5_0_495_400_13,6_0_517_400_21,7_1_480_400_0,8_0_497_400_0,9_0_501_400_6,
0_0_492_400_23,1_0_516_400_0,2_0_518_400_26,3_0_514_400_0,4_0_504_400_28,5_1_490_400_6,6_1_509_400_2,7_1_505_400_8,8_1_503_399_11,9_1_504_400_3,
0_1_491_399_3,1_1_503_400_4,2_1_511_400_0,3_0_495_400_2,4_0_504_400_0,5_0_486_400_38,6_0_519_400_16,7_0_515_400_0,8_1_494_400_0,9_1_511_400_0,
0_1_505_399_0,1_0_499_400_27,2_1_491_400_0,3_0_512_400_8,4_0_486_400_3,5_0_520_400_32,6_1_481_400_2,7_1_508_400_0,8_0_510_400_24,9_1_492_400_0,
0_0_491_399_25,1_1_495_400_3,2_0_480_400_0,3_0_481_400_34,4_0_490_366_34,5_1_506_400_0,6_1_487_400_0,7_0_499_400_16,8_1_515_400_0,9_1_506_400_3,
0_0_498_399_9,1_0_516_400_0,2_1_518_400_2,3_1_480_400_0,4_0_513_400_0,5_0_503_400_10,6_0_505_400_0,7_1_480_400_0,8_1_494_400_0,9_1_511_400_1,
0_1_486_399_0,1_0_487_400_8,2_0_493_400_0,3_1_508_360_7,4_1_487_400_10,5_1_507_400_4,6_0_503_400_8,7_0_488_400_0,8_1_485_400_1,9_0_501_400_0,
0_1_499_399_2,1_1_484_400_0,2_0_519_400_1,3_1_503_400_0,4_1_505_400_2,5_1_499_400_0,6_0_502_400_32,7_0_505_400_13,8_0_504_400_20,9_0_486_400_0,
0_1_508_399_1,1_0_494_400_9,2_1_519_400_7,3_0_497_400_0,4_1_511_400_0,5_1_484_400_0,6_1_518_400_3,7_0_493_400_0,8_0_481_400_0,9_0_489_400_0,
0_1_516_399_0,1_1_515_400_0,2_0_491_400_0,3_1_499_381_1,4_1_517_400_9,5_0_504_400_25,6_0_497_400_0,7_1_509_400_1,8_0_487_400_0,9_0_498_400_16,
0_0_517_399_20,1_0_512_400_4,2_0_507_400_0,3_1_486_400_3,4_1_504_400_5,5_1_486_400_0,6_0_488_400_10,7_1_501_400_2,8_1_484_400_0,9_0_519_400_0,
0_0_510_399_1,1_0_510_400_15,2_1_509_400_2,3_1_489_400_8,4_0_497_400_25,5_1_496_400_7,6_0_510_400_3,7_1_504_400_0,8_1_502_400_1,9_0_483_400_4,
0_0_498_399_30,1_0_499_400_0,2_0_493_400_0,3_1_501_400_3,4_1_497_400_0,5_0_490_400_20,6_0_486_400_9,7_1_499_400_2,8_1_488_400_2,9_1_480_400_0,
0_0_496_399_0,1_1_504_400_5,2_0_493_400_0,3_0_507_400_33,4_0_517_400_10,5_1_520_400_0,6_1_492_400_0,7_1_502_400_4,8_0_483_400_18,9_1_502_400_1,
0_1_506_400_0,1_0_491_400_14,2_0_518_400_10,3_0_485_400_4,4_0_518_400_0,5_0_488_400_11,6_1_518_400_3,7_1_481_400_1,8_1_492_400_4,9_1_497_400_0,
0_1_492_399_2,1_0_517_400_0,2_0_518_400_0,3_0_508_400_11,4_1_485_400_0,5_1_519_400_5,6_0_506_400_1,7_1_505_400_0,8_1_498_400_5,9_0_516_400_0,
0_0_517_400_29,1_1_513_400_0,2_1_519_400_2,3_1_499_400_0,4_1_514_400_5,5_0_518_400_6,6_0_520_400_16,7_0_485_400_0,8_1_487_400_4,9_0_494_400_13,
0_0_498_399_4,1_1_503_400_1,2_1_485_400_0,3_0_515_400_10,4_1_510_400_2,5_1_487_400_0,6_0_489_400_0,7_0_516_400_0,8_0_505_400_2,9_1_513_400_3,
0_1_493_399_0,1_0_496_400_0,2_1_519_400_2,3_0_481_400_5,4_0_508_400_41,5_1_505_400_0,6_1_500_400_4,7_0_519_400_0,8_0_481_400_10,9_1_511_400_0,
0_1_501_400_0,1_1_507_400_5,2_1_506_400_0,3_1_497_400_6,4_1_503_400_1,5_0_507_380_47,6_0_504_400_11,7_0_485_400_31,8_0_503_400_23,9_0_481_400_11,
0_1_510_399_0,1_1_505_400_0,2_1_502_400_1,3_0_508_400_14,4_0_499_400_25,5_1_482_400_1,6_0_485_400_32,7_0_510_400_9,8_0_518_400_5,9_1_485_400_0,
0_0_511_399_18,1_0_486_400_24,2_0_517_400_25,3_0_503_400_39,4_1_487_400_2,5_1_484_400_1,6_0_502_400_3,7_1_511_400_5,8_1_519_400_3,9_1_513_400_1,
0_0_515_399_11,1_1_498_400_0,2_0_509_400_15,3_1_505_400_0,4_1_489_400_0,5_1_511_400_0,6_0_510_400_26,7_1_504_400_3,8_0_480_400_16,9_0_501_400_17,
0_0_517_399_2,1_0_492_400_20,2_1_504_400_0,3_1_484_400_0,4_0_499_400_14,5_1_495_400_0,6_1_503_400_1,7_0_510_400_13,8_0_517_400_0,9_1_484_400_0,
0_1_504_399_0,1_1_485_400_1,2_0_480_400_3,3_0_516_400_0,4_1_489_400_1,5_0_490_400_18,6_0_498_400_5,7_1_484_400_1,8_0_484_393_30,9_1_500_400_0,
0_1_493_400_6,1_1_480_400_1,2_1_488_400_0,3_0_487_400_0,4_1_506_400_2,5_0_503_400_3,6_0_499_400_0,7_0_494_400_0,8_1_498_400_0,9_0_508_400_33,
0_0_499_399_0,1_1_514_400_0,2_0_519_400_20,3_0_496_400_14,4_0_509_400_13,5_1_483_400_0,6_0_483_400_5,7_1_505_400_0,8_1_489_393_3,9_1_497_400_1,
0_0_507_399_0,1_1_507_400_0,2_0_480_400_0,3_0_500_400_17,4_1_490_400_0,5_1_487_400_1,6_0_485_400_18,7_1_486_400_0,8_1_487_400_0,9_0_512_400_20,
0_1_486_399_0,1_1_495_400_0,2_1_508_400_0,3_0_480_400_0,4_1_500_400_0,5_1_485_400_1,6_0_518_400_7,7_0_491_400_26,8_0_495_400_24,9_0_516_400_6,
0_1_489_399_0,1_1_514_400_0,2_0_484_400_19,3_0_480_400_13,4_1_507_400_0,5_0_512_400_17,6_1_494_400_0,7_0_509_400_4,8_1_488_400_2,9_0_482_400_1,
0_0_497_399_16,1_0_518_400_0,2_0_501_400_15,3_0_502_400_0,4_1_506_400_1,5_1_510_400_0,6_0_497_400_8,7_1_501_400_0,8_1_499_400_6,9_1_486_400_1,
0_0_502_400_21,1_0_499_400_14,2_0_513_400_0,3_1_498_400_3,4_1_508_400_1,5_1_495_400_0,6_0_516_400_19,7_1_483_400_2,8_0_499_400_1,9_1_503_400_0,
0_1_504_399_3,1_1_499_400_0,2_0_494_400_2,3_1_508_400_2,4_0_514_400_7,5_0_513_400_6,6_0_513_400_0,7_1_492_400_5,8_0_506_400_0,9_1_514_400_1,
0_1_489_399_0,1_0_489_400_0,2_1_481_400_0,3_0_520_400_30,4_1_519_400_1,5_0_508_400_20,6_0_514_400_12,7_1_519_400_0,8_1_483_400_0,9_0_519_400_0,
0_1_497_400_0,1_0_505_400_0,2_1_508_400_0,3_0_517_400_0,4_1_520_400_8,5_1_505_400_0,6_1_518_400_0,7_0_508_400_26,8_0_500_400_0,9_0_500_400_14,
0_1_500_399_1,1_0_510_400_22,2_0_511_400_4,3_0_497_400_0,4_1_513_400_6,5_1_486_400_0,6_0_519_400_17,7_1_485_400_7,8_0_489_400_13,9_1_519_400_1,
0_1_495_399_0,1_0_516_400_33,2_1_499_400_1,3_0_494_400_0,4_1_488_400_0,5_0_500_400_0,6_0_501_400_8,7_1_512_400_2,8_0_485_400_0,9_1_509_400_0,
0_0_507_399_12,1_1_485_400_4,2_0_494_400_6,3_1_509_400_0,4_1_495_400_0,5_1_494_400_0,6_0_484_400_4,7_0_487_396_30,8_0_482_400_13,9_1_495_389_2,
0_0_479_400_2,1_0_502_400_12,2_0_485_400_6,3_1_505_400_5,4_0_519_400_9,5_1_506_400_0,6_1_485_400_0,7_0_488_400_2,8_1_510_400_0,9_1_492_400_4,
0_1_510_399_1,1_0_490_400_6,2_0_519_400_0,3_1_487_400_0,4_0_483_400_15,5_1_486_400_0,6_0_507_400_22,7_1_489_400_0,8_1_502_400_1,9_0_482_400_0,
0_1_515_399_0,1_1_491_400_0,2_1_507_400_3,3_0_501_400_5,4_0_517_400_0,5_1_501_400_0,6_0_507_400_27,7_0_495_400_10,8_1_494_400_0,9_0_513_400_25,
0_0_497_399_17,1_1_498_400_1,2_0_518_400_0,3_1_516_400_4,4_0_489_400_0,5_0_481_400_24,6_1_485_400_0,7_0_503_400_20,8_1_493_400_0,9_1_480_400_1,
0_0_518_399_13,1_1_518_400_2,2_0_497_354_39,3_1_511_400_1,4_0_486_400_10,5_1_518_400_1,6_0_505_400_13,7_0_487_400_8,8_1_511_400_4,9_1_502_400_3,
0_1_500_399_1,1_0_504_400_29,2_1_508_400_0,3_1_480_400_0,4_0_499_400_0,5_0_514_400_20,6_1_489_400_0,7_0_496_400_6,8_1_498_400_0,9_0_515_400_0,
0_0_510_400_14,1_1_510_355_3,2_1_508_400_1,3_1_502_400_3,4_0_500_400_15,5_1_498_400_0,6_0_486_400_0,7_0_515_400_20,8_1_489_400_2,9_0_501_400_37,
0_0_496_399_3,1_1_506_400_0,2_0_501_400_7,3_0_517_400_30,4_1_485_400_0,5_1_499_400_0,6_1_517_400_0,7_1_515_400_1,8_0_499_400_0,9_0_518_400_1,
0_1_507_399_1,1_1_490_400_0,2_0_490_400_0,3_0_502_400_8,4_1_510_400_3,5_1_490_400_0,6_0_514_400_0,7_1_500_400_0,8_0_493_400_9,9_0_494_400_11,
0_1_499_399_2,1_0_494_400_4,2_1_492_379_7,3_0_510_400_0,4_0_507_400_0,5_1_485_400_2,6_0_494_400_8,7_1_490_400_0,8_1_502_400_0,9_0_504_400_36,
0_1_512_400_0,1_0_486_400_0,2_0_481_400_12,3_0_516_400_0,4_0_520_400_30,5_0_496_400_0,6_1_502_400_0,7_1_508_400_6,8_1_519_400_1,9_1_486_400_0,
0_1_519_399_6,1_1_487_400_2,2_0_513_400_21,3_1_494_400_0,4_0_494_400_0,5_1_486_400_0,6_0_516_400_17,7_1_499_400_0,8_0_488_400_0,9_0_511_400_0,
0_1_503_399_0,1_1_483_400_1,2_0_517_400_0,3_0_485_400_3,4_0_511_399_31,5_0_508_400_0,6_1_493_400_4,7_1_486_400_3,8_0_495_400_16,9_1_509_363_5,
0_0_488_399_5,1_0_490_400_0,2_1_483_400_0,3_0_517_400_28,4_0_498_400_17,5_0_484_400_2,6_1_515_400_0,7_1_513_400_8,8_1_516_400_5,9_1_482_400_6,
0_1_483_399_0,1_0_495_400_0,2_1_501_400_1,3_1_513_400_0,4_0_512_400_27,5_1_486_400_0,6_0_511_400_0,7_0_513_400_0,8_0_519_400_32,9_1_493_400_2,
